ID,First Name,Last Name,Phone,LTV
8.999,Elizabeth,Walker,249-691-1815,"0,25"
4.920,Alexander,Young,398-689-2206,"0,46"
9.141,Andrew,Hall,199-506-7408,"0,10"
1.989,Mason,Cox,377-441-6219,"0,25"
5.089,William,Davis,999-509-2240,"0,27"
5.398,Oliver,Ramirez,660-223-4304,"0,19"
3.895,Mason,Moore,705-615-7995,"0,10"
2.061,Joseph,Powell,271-785-1064,"0,24"
4.711,Sophia,Johnson,608-508-6293,"0,33"
6.590,Emma,Garcia,531-816-3989,"0,30"
5.966,Amelia,Miller,536-691-1026,"0,45"
9.038,Chloe,Jones,966-759-3994,"0,24"
4.740,Benjamin,Perry,628-657-4937,"0,45"
9.042,Olivia,Smith,657-750-9656,"0,39"
7.769,Charlotte,Perry,295-797-9589,"0,30"
6.061,Elizabeth,Taylor,178-255-7692,"0,45"
9.014,Aiden,Thomas,858-939-1056,"0,69"
1.764,Matthew,Young,843-643-5328,"0,70"
1.489,Lucas,Scott,687-282-7026,"0,46"
9.161,Harper,Alexander,445-813-9084,"0,59"
1.361,Gabriel,Thomas,335-132-2598,"0,47"
9.493,Liam,Bryant,725-838-4009,"0,10"
2.087,Noah,Simmons,392-536-7991,"0,11"
2.129,Sofia,Lewis,561-336-3266,"0,16"
3.192,Abigail,Alexander,215-164-7618,"0,22"
4.353,Daniel,Cox,544-183-4499,"0,45"
8.972,Emma,Jones,230-857-5035,"0,19"
3.783,Victoria,Harris,534-848-1486,"0,25"
4.992,Victoria,Griffin,627-372-6783,"0,28"
5.628,Daniel,Simmons,436-267-5486,"0,36"
7.242,Grace,Reyes,473-419-1622,"0,47"
9.365,Mia,Brown,517-970-5784,"0,22"
4.341,Gabriel,Walker,969-733-8288,"0,48"
9.697,Joseph,Cox,322-396-4057,"0,31"
6.260,Madison,Diaz,513-795-1287,"0,19"
3.899,Isabella,Mitchell,215-678-4749,"0,44"
8.839,Lucas,Parker,584-449-2298,"0,12"
2.361,James,Lewis,546-358-1334,"0,11"
2.251,Emily,Cox,514-587-4889,"0,27"
5.391,Samuel,Bryant,160-627-9230,"0,21"
4.166,Abigail,Miller,753-335-6719,"0,11"
2.152,Olivia,Alexander,575-791-6689,"0,40"
7.969,Chloe,Young,842-862-4942,"0,36"
7.171,Mia,Garcia,663-789-9242,"0,46"
9.214,Emma,Martinez,642-912-6075,"0,64"
1.374,Madison,Clark,215-682-8477,"0,09"
1.850,Emma,Bailey,874-979-4529,"0,17"
3.379,Benjamin,Wilson,462-797-4786,"0,27"
5.422,Gabriel,Martinez,971-732-7662,"0,28"
5.550,Mia,Foster,571-288-6489,"0,12"
2.394,Noah,Mitchell,813-583-6267,"0,46"
9.185,Andrew,Perez,412-136-1915,"0,18"
3.641,Emma,Taylor,936-110-1604,"0,37"
7.439,Joseph,Moore,882-576-7581,"0,24"
4.797,Ava,Bailey,280-642-5281,"0,29"
5.856,Alexander,Simmons,752-583-4271,"0,10"
1.926,Ava,Russell,217-249-6854,"0,42"
8.407,Matthew,Wallace,966-440-8191,"0,45"
8.936,Andrew,Young,991-463-5638,"0,43"
8.577,Michael,Bailey,405-578-7367,"0,26"
5.117,Oliver,Reyes,758-451-4090,"0,44"
8.817,Sophia,Wallace,909-704-5449,"0,16"
3.207,Sofia,Walker,290-109-4250,"0,18"
3.673,Mason,Ramirez,500-627-6448,"0,26"
5.107,Elizabeth,Foster,589-252-4835,"0,37"
7.374,Noah,Ramirez,296-795-6898,"0,28"
5.613,Mia,Miller,944-815-7361,"0,51"
1.332,Sofia,Jones,400-243-6819,"0,16"
3.273,Mason,Brown,988-238-9896,"0,48"
9.595,Noah,Wallace,963-321-3921,"0,18"
3.631,Aiden,Morales,314-752-6883,"0,19"
3.789,Evelyn,Hall,707-863-6786,"0,19"
3.730,Sofia,Miller,707-863-6787,"0,16"
3.197,Sophia,Hernandez,356-528-6343,"0,15"
3.031,Samuel,Diaz,372-654-8376,"0,34"
6.704,Victoria,Mitchell,339-124-1783,"0,30"
5.962,Isabella,Harris,920-708-6290,"0,50"
9.905,Emma,Russell,749-124-9346,"0,18"
3.560,Elijah,Ramirez,303-919-8764,"0,27"
5.324,Avery,Clark,108-829-9524,"0,21"
4.124,Evelyn,Young,220-582-7890,"0,49"
9.809,Chloe,Wilson,486-960-6424,"0,92"
1.613,Benjamin,Scott,908-348-1234,"0,47"
9.430,Oliver,Clark,579-173-7485,"0,19"
3.820,Elijah,Harris,165-657-2199,"0,35"
6.995,Michael,Powell,788-680-2635,"0,19"
3.877,Matthew,Brown,906-799-6690,"0,39"
7.724,Ava,Cox,434-524-3377,"0,36"
7.223,Noah,Moore,848-512-3560,"0,16"
3.169,Harper,Clark,375-895-3327,"0,15"
2.970,Henry,Wilson,295-797-9589,"0,21"
4.231,James,Thomas,493-393-3980,"0,38"
7.545,Harper,Davis,116-227-3570,"0,31"
6.246,Oliver,Walker,440-296-6513,"0,14"
2.714,Mason,Powell,675-523-8253,"0,11"
2.169,Isabella,Hall,439-621-6638,"0,34"
6.800,Sofia,Young,785-142-1907,"0,34"
6.731,Charlotte,Brown,380-413-7488,"0,10"
1.945,Matthew,Sanders,288-131-3336,"0,88"
1.436,Victoria,Watson,919-954-1024,"0,22"
4.484,Victoria,Harris,758-335-9389,"0,13"
2.684,Amelia,Garcia,232-543-4932,"0,11"
2.128,Matthew,Powell,874-945-5450,"0,20"
3.971,Michael,Wilson,835-986-7705,"0,49"
9.805,Isabella,Bailey,979-670-6784,"0,15"
2.904,Henry,Perry,513-567-4769,"0,22"
4.482,Victoria,Simmons,842-183-3977,"0,40"
8.014,Elizabeth,Harris,914-949-6296,"0,17"
3.441,Andrew,Perry,751-683-7711,"0,56"
1.619,Andrew,Martinez,398-123-5842,"0,33"
6.644,Madison,Hernandez,204-488-9802,"0,14"
2.898,Michael,Hall,235-320-2224,"0,33"
6.532,James,Hernandez,295-797-9589,"0,34"
6.838,Oliver,Jones,558-638-6096,"0,17"
3.460,Oliver,Lewis,972-338-3158,"0,20"
3.996,Harper,Harris,321-512-2085,"0,36"
7.111,Emily,Clark,987-395-8655,"0,18"
3.682,Sofia,Griffin,295-797-9589,"0,23"
4.653,Oliver,Taylor,295-797-9590,"0,86"
1.394,Oliver,Scott,909-802-5393,"0,12"
2.443,Lucas,Moore,878-486-7979,"0,39"
7.806,Lucas,Clark,567-299-7013,"0,11"
2.241,Chloe,Johnson,496-196-8405,"0,15"
2.902,Aiden,Simmons,169-385-9874,"0,33"
6.672,Harper,Garcia,520-914-8888,"0,74"
1.667,Olivia,Parker,641-156-8337,"0,18"
3.615,Mason,Smith,411-437-8722,"0,73"
1.544,Emily,Walker,661-691-1274,"0,23"
4.529,Emily,Reyes,563-866-1233,"0,38"
7.528,Chloe,Mitchell,406-143-1943,"0,56"
1.352,Amelia,Hall,519-110-2218,"0,13"
2.562,Madison,Sanders,850-530-6412,"0,26"
5.292,Charlotte,Simmons,446-846-8016,"0,36"
7.257,Liam,Russell,823-171-9454,"0,37"
7.387,Elizabeth,Mitchell,922-304-8665,"0,29"
5.707,Oliver,Russell,438-925-5514,"0,97"
1.552,Isabella,Davis,531-651-9287,"0,28"
5.546,Grace,Davis,278-832-4901,"0,55"
1.707,Isabella,Brown,359-570-9325,"0,27"
5.341,Gabriel,Clark,727-477-1322,"0,13"
2.588,Ava,Russell,681-285-1089,"0,63"
1.774,Olivia,Bailey,644-440-6177,"0,27"
5.362,Evelyn,Miller,385-111-2710,"0,28"
5.689,Sofia,Miller,837-755-2731,"0,37"
7.373,Madison,Garcia,146-272-9707,"0,23"
4.620,Matthew,Walker,968-976-7098,"0,44"
8.715,Grace,Sanders,999-481-2403,"0,37"
7.470,Andrew,Hall,830-167-6529,"0,72"
1.277,Andrew,Johnson,932-339-4640,"0,26"
5.235,Victoria,Simmons,958-771-2559,"0,50"
9.972,Evelyn,Wilson,197-246-9888,"0,73"
1.057,Joseph,Moore,560-419-2772,"0,34"
6.858,Mia,Thomas,431-373-8210,"0,27"
5.436,James,Wallace,295-797-9589,"0,35"
6.957,James,Bailey,193-151-8232,"0,31"
6.100,Mia,Parker,405-891-1540,"0,43"
8.572,Isabella,Bailey,735-303-4422,"0,33"
6.523,Emma,Cox,518-888-8376,"0,47"
9.405,Victoria,Johnson,556-451-7665,"0,16"
3.101,Avery,Perry,271-617-4822,"0,33"
6.679,Michael,Cox,408-775-1549,"0,26"
5.101,Matthew,Harris,913-746-4640,"0,37"
7.333,Logan,Foster,708-257-7999,"0,25"
4.962,Emily,Harris,539-560-2582,"0,36"
7.277,Abigail,Johnson,586-855-8675,"0,37"
7.391,Andrew,Thomas,359-286-9947,"0,34"
6.827,Harper,Garcia,208-872-4646,"0,45"
9.074,Oliver,Walker,900-699-7541,"0,88"
1.096,William,Powell,452-703-8516,"0,23"
4.646,Sophia,Moore,611-640-8407,"0,38"
7.646,Gabriel,Cox,987-994-7462,"0,12"
2.313,Liam,Powell,366-225-5220,"0,47"
9.339,Lucas,Clark,585-802-9977,"0,10"
1.957,David,Smith,862-505-8867,"0,21"
4.228,Victoria,Mitchell,589-979-3663,"0,35"
6.969,James,Harris,671-877-6637,"0,15"
3.081,Chloe,Walker,916-370-3473,"0,11"
2.140,Gabriel,Parker,823-137-3939,"0,22"
4.494,Isabella,Thomas,608-224-8768,"0,34"
6.882,Samuel,Miller,224-286-5218,"0,80"
1.494,James,Young,150-933-2156,"0,70"
1.085,Grace,Hall,992-502-4172,"0,13"
2.598,Charlotte,Bryant,102-596-2296,"0,45"
8.949,David,Martinez,295-797-9589,"0,23"
4.538,Michael,Mitchell,565-542-6443,"0,45"
8.901,William,Parker,802-235-4565,"0,37"
7.311,Noah,Powell,572-302-1051,"0,20"
3.962,Evelyn,Bryant,928-457-2226,"0,27"
5.459,Grace,Bryant,457-490-7491,"0,41"
8.295,Matthew,Griffin,663-931-2264,"0,26"
5.223,Emma,Morales,954-763-4176,"0,80"
1.795,Logan,Griffin,304-570-8516,"0,15"
3.021,Madison,Jones,982-595-7860,"0,10"
1.954,Ava,Taylor,739-948-8602,"0,42"
8.341,Logan,Alexander,678-932-3265,"0,43"
8.580,Samuel,Mitchell,295-797-9589,"0,70"
1.306,Harper,Johnson,280-387-1141,"0,56"
1.060,Elijah,Wallace,587-646-3936,"0,19"
3.790,Grace,Bailey,587-646-3937,"0,40"
8.079,Emily,Alexander,587-646-3938,"0,37"
7.300,Amelia,Reyes,814-836-9578,"0,10"
1.915,Amelia,Morales,241-266-2535,"0,37"
7.350,David,Diaz,684-712-3080,"0,44"
8.727,Emily,Powell,389-586-3375,"0,10"
1.970,Noah,Taylor,848-866-5739,"0,39"
7.787,Charlotte,Hernandez,676-217-9603,"0,44"
8.896,Mia,Perry,721-579-6463,"0,32"
6.476,Lucas,Griffin,858-661-5310,"0,14"
2.734,Gabriel,Reyes,778-379-6632,"0,41"
8.165,Emily,Bailey,610-925-3790,"0,26"
5.117,Harper,Bryant,825-418-1579,"0,47"
9.348,Michael,Clark,141-474-4162,"0,29"
5.878,Evelyn,Wallace,289-788-5156,"0,14"
2.710,Grace,Clark,804-646-9504,"0,19"
3.703,Samuel,Wilson,281-116-4961,"0,35"
7.020,Logan,Reyes,489-218-9695,"0,43"
8.563,Ava,Perez,516-143-1126,"0,47"
9.342,Madison,Hernandez,199-473-1023,"0,25"
4.990,Sofia,Walker,985-617-5008,"0,41"
8.277,Victoria,Russell,561-170-1099,"0,16"
3.200,James,Cox,442-280-6989,"0,29"
5.742,Liam,Moore,271-290-9988,"0,36"
7.181,Madison,Jones,279-598-3491,"0,13"
2.644,Logan,Martinez,644-528-4601,"0,19"
3.840,Victoria,Smith,217-302-7904,"0,44"
8.884,Emma,Wallace,909-369-8054,"0,12"
2.300,Avery,Parker,417-373-9114,"0,42"
8.320,Elijah,Bryant,255-400-9338,"0,49"
9.850,Liam,Watson,608-595-7921,"0,18"
3.525,Abigail,Young,582-780-2538,"0,21"
4.247,Mason,Diaz,828-242-5943,"0,47"
9.374,Evelyn,Powell,618-473-4604,"0,11"
2.143,Samuel,Alexander,269-364-1501,"0,44"
8.888,Matthew,Moore,205-684-7484,"0,40"
7.966,Chloe,Hall,205-684-7485,"0,91"
1.718,Ava,Garcia,656-826-6289,"0,92"
1.777,Avery,Wilson,869-870-3357,"0,27"
5.415,Matthew,Morales,546-926-2610,"0,21"
4.191,Elizabeth,Clark,621-873-5980,"0,37"
7.494,Elijah,Russell,242-998-1577,"0,33"
6.584,Matthew,Young,485-426-8830,"0,17"
3.392,Gabriel,Johnson,568-709-9633,"0,44"
8.786,Oliver,Wallace,512-676-1295,"0,56"
1.098,Andrew,Russell,155-939-5114,"0,43"
8.533,Madison,Powell,525-419-1236,"0,43"
8.559,Abigail,Moore,532-203-3723,"0,49"
9.701,Andrew,Davis,660-802-9108,"0,13"
2.674,Grace,Clark,569-102-6404,"0,49"
9.704,Elizabeth,Garcia,288-502-3442,"0,54"
1.058,Charlotte,Sanders,200-521-4659,"0,38"
7.618,Matthew,Alexander,936-790-5273,"0,28"
5.595,Benjamin,Alexander,201-929-1766,"0,41"
8.230,Olivia,Reyes,385-707-6621,"0,23"
4.690,Daniel,Parker,814-209-6569,"0,11"
2.242,Andrew,Parker,814-209-6570,"0,38"
7.593,Ava,Wallace,569-689-8232,"0,36"
7.161,James,Young,457-160-5359,"0,43"
8.579,Daniel,Young,295-797-9589,"0,42"
8.345,Elizabeth,Perez,357-376-7517,"0,30"
6.021,Charlotte,Griffin,349-947-8446,"0,86"
1.661,Elizabeth,Taylor,961-501-6917,"0,45"
8.996,Abigail,Thomas,996-973-6359,"0,15"
3.074,Sofia,Alexander,515-143-9157,"0,11"
2.227,Emma,Young,130-524-1629,"0,38"
7.570,Elijah,Scott,742-473-1737,"0,47"
9.382,Victoria,Hall,777-352-1978,"0,64"
1.102,Mason,Scott,826-725-6525,"0,44"
8.718,Sophia,Ramirez,130-846-7456,"0,13"
2.563,Joseph,Clark,184-749-6431,"0,64"
1.645,Olivia,Griffin,438-103-2413,"0,16"
3.182,Henry,Brown,896-554-3655,"0,33"
6.677,Mia,Lewis,339-907-9183,"0,26"
5.105,Logan,Parker,359-254-8803,"0,37"
7.360,Mason,Simmons,148-650-4021,"0,13"
2.662,Samuel,Wilson,719-470-2445,"0,40"
7.956,Harper,Moore,222-787-4614,"0,31"
6.186,Aiden,Bryant,384-750-9016,"0,50"
9.915,Isabella,Simmons,992-675-8526,"0,20"
4.067,Mason,Walker,239-666-1731,"0,56"
1.694,Gabriel,Parker,686-664-9996,"0,37"
7.354,Daniel,Sanders,962-671-5076,"0,31"
6.216,Avery,Brown,542-490-4527,"0,28"
5.516,Emily,Simmons,920-748-5181,"0,12"
2.478,Matthew,Diaz,920-748-5182,"0,19"
3.873,Logan,Griffin,543-698-9682,"0,12"
2.469,Aiden,Moore,131-876-9040,"0,19"
3.768,Lucas,Thomas,314-123-1965,"0,49"
9.899,Amelia,Sanders,567-434-6836,"0,13"
2.693,Michael,Bailey,916-845-5328,"0,43"
8.535,Daniel,Brown,584-518-5858,"0,49"
9.811,Henry,Martinez,469-617-3829,"0,31"
6.145,Elijah,Brown,837-657-5517,"0,36"
7.276,Evelyn,Thomas,631-492-3395,"0,41"
8.185,Sophia,Mitchell,875-119-7760,"0,46"
9.125,Oliver,Hernandez,839-808-5495,"0,36"
7.172,Lucas,Hall,504-949-8262,"0,18"
3.526,Olivia,Lewis,628-797-8479,"0,27"
5.335,James,Young,621-554-6984,"0,49"
9.733,Victoria,Scott,114-356-8968,"0,17"
3.443,Noah,Martinez,228-624-5932,"0,58"
1.797,Mason,Taylor,822-919-9781,"0,20"
3.963,Avery,Martinez,611-340-8376,"0,31"
6.222,Joseph,Smith,887-414-1103,"0,17"
3.498,Daniel,Reyes,568-185-2840,"0,21"
4.192,Sofia,Russell,376-654-6511,"0,50"
9.998,Sophia,Miller,454-734-8947,"0,27"
5.446,William,Sanders,750-271-3272,"0,15"
2.961,Joseph,Walker,244-565-6401,"0,23"
4.656,David,Sanders,327-277-8184,"0,13"
2.590,Michael,Ramirez,938-849-3309,"0,10"
1.970,Elijah,Griffin,250-972-3536,"0,48"
9.635,Michael,Harris,223-723-5706,"0,63"
1.035,Oliver,Moore,206-934-4845,"0,27"
5.352,Sofia,Johnson,381-699-1800,"0,26"
5.188,Ava,Bailey,529-640-8353,"0,36"
7.255,Evelyn,Watson,530-369-4387,"0,17"
3.416,Ava,Smith,781-910-7379,"0,32"
6.305,Elizabeth,Scott,619-957-6401,"0,45"
9.095,Samuel,Moore,764-163-4797,"0,27"
5.351,Grace,Bailey,529-735-5867,"0,12"
2.416,Logan,Smith,868-774-8952,"0,16"
3.252,Samuel,Martinez,898-939-1332,"0,29"
5.823,Samuel,Smith,567-545-3957,"0,48"
9.588,Samuel,Lewis,567-545-3958,"0,45"
9.048,Grace,Perez,142-440-8559,"0,36"
7.241,Victoria,Smith,171-778-4008,"0,40"
8.078,Evelyn,Johnson,593-657-5073,"0,78"
1.227,Victoria,Bailey,396-644-9773,"0,49"
9.702,Madison,Perry,648-685-6442,"0,77"
1.013,Noah,Sanders,441-370-3381,"0,48"
9.600,Noah,Johnson,657-832-1876,"0,21"
4.144,Abigail,Brown,732-923-7842,"0,14"
2.726,Noah,Clark,732-923-7843,"0,46"
9.252,Liam,Mitchell,432-968-8958,"0,25"
5.042,Sofia,Morales,766-353-6236,"0,78"
1.095,Matthew,Cox,719-797-4781,"0,44"
8.704,Isabella,Perry,769-253-6874,"0,20"
4.048,Gabriel,Walker,473-947-1889,"0,86"
1.105,Lucas,Reyes,372-365-2384,"0,23"
4.502,Emma,Mitchell,333-212-6859,"0,46"
9.163,Benjamin,Brown,755-578-9716,"0,17"
3.489,Gabriel,Simmons,227-715-8259,"0,19"
3.852,Abigail,Lewis,965-887-5782,"0,25"
5.014,Matthew,Morales,483-151-3839,"0,82"
1.676,Michael,Perez,626-279-7659,"0,50"
9.923,Amelia,Brown,992-335-1672,"0,46"
9.191,David,Bailey,567-829-7393,"0,39"
7.845,Henry,Brown,486-718-2013,"0,49"
9.899,Noah,Clark,701-446-2689,"0,21"
4.290,Avery,Johnson,730-849-4944,"0,40"
7.977,Mia,Garcia,209-496-1668,"0,41"
8.174,Lucas,Martinez,871-135-6328,"0,39"
7.732,Isabella,Alexander,295-797-9589,"0,25"
4.984,Joseph,Perry,102-200-5636,"0,73"
1.441,Abigail,Taylor,632-842-9409,"0,15"
3.028,Daniel,Powell,849-595-8471,"0,76"
1.308,Benjamin,Cox,906-558-9673,"0,36"
7.258,Olivia,Garcia,312-791-7861,"0,48"
9.511,Chloe,Young,837-286-3477,"0,78"
1.251,James,Garcia,333-691-7567,"0,12"
2.317,Ava,Scott,130-834-4557,"0,45"
8.963,Gabriel,Morales,417-798-2749,"0,28"
5.699,Henry,Sanders,828-361-1158,"0,40"
7.900,Chloe,Mitchell,294-398-9506,"0,15"
3.058,Logan,Foster,628-645-9875,"0,10"
1.996,Alexander,Wallace,156-836-2253,"0,30"
6.079,James,Hall,316-354-4758,"0,47"
9.335,Michael,Lewis,373-659-5107,"0,31"
6.146,Elizabeth,Wallace,598-194-1684,"0,45"
9.053,Sofia,Morales,891-961-6333,"0,33"
6.658,Isabella,Wallace,444-297-5813,"0,42"
8.443,Mason,Young,374-147-2557,"0,46"
9.175,Sofia,Hernandez,928-919-3757,"0,47"
9.422,Harper,Morales,920-941-5641,"0,12"
2.465,Michael,Thomas,122-792-9024,"0,20"
3.991,Michael,Cox,570-161-7546,"0,46"
9.282,Emma,Walker,558-173-8475,"0,32"
6.342,Michael,Hernandez,267-240-8135,"0,41"
8.240,Chloe,Mitchell,995-742-7838,"0,15"
3.074,Elijah,Parker,891-495-2824,"0,18"
3.539,Chloe,Watson,165-476-5554,"0,21"
4.193,William,Smith,280-999-6544,"0,24"
4.752,Chloe,Griffin,280-371-5476,"0,30"
5.960,Joseph,Wallace,523-191-2988,"0,15"
3.052,William,Davis,228-397-5363,"0,81"
1.545,Olivia,Sanders,567-200-3705,"0,43"
8.619,Noah,Taylor,852-329-9404,"0,15"
2.953,Sofia,Taylor,846-639-8191,"0,25"
4.977,David,Brown,314-579-4012,"0,41"
8.185,Benjamin,Hall,663-654-1649,"0,29"
5.811,Alexander,Martinez,589-652-5229,"0,40"
7.907,Olivia,Hernandez,505-267-7135,"0,29"
5.899,Grace,Miller,467-950-9021,"0,25"
5.034,Gabriel,Walker,305-790-4010,"0,83"
1.275,Avery,Alexander,653-266-8579,"0,41"
8.100,Noah,Davis,150-578-3431,"0,20"
3.974,Gabriel,Moore,588-967-4603,"0,50"
9.921,Elizabeth,Thomas,485-863-3890,"0,38"
7.673,Michael,Bailey,134-370-5941,"0,44"
8.712,Abigail,Watson,882-910-3390,"0,26"
5.298,Mia,Parker,727-766-8238,"0,86"
1.671,Benjamin,Bailey,259-653-4040,"0,30"
5.907,Lucas,Jones,220-958-5476,"0,16"
3.180,Oliver,Thomas,295-797-9589,"0,22"
4.330,Grace,Morales,211-757-5145,"0,49"
9.862,Charlotte,Walker,220-962-9874,"0,40"
8.033,Harper,Diaz,766-545-3536,"0,31"
6.156,Joseph,Scott,885-873-5214,"0,43"
8.636,Andrew,Simmons,282-590-7579,"0,49"
9.848,Andrew,Griffin,371-901-3402,"0,85"
1.648,Daniel,Parker,721-853-5670,"0,36"
7.201,Emma,Perez,189-358-7705,"0,26"
5.206,Grace,Garcia,700-406-4506,"0,11"
2.286,Daniel,Russell,496-492-5677,"0,49"
9.857,Andrew,Wilson,884-553-7838,"0,47"
9.336,Evelyn,Simmons,717-309-2652,"0,39"
7.803,Lucas,Powell,622-155-9843,"0,65"
1.316,Harper,Foster,221-329-1244,"0,84"
1.225,Samuel,Taylor,221-329-1245,"0,20"
4.082,Sophia,Perez,176-327-9853,"0,37"
7.458,Elijah,Garcia,312-451-4653,"0,35"
6.969,Olivia,Russell,587-317-5320,"0,15"
2.928,James,Mitchell,161-226-2709,"0,28"
5.548,Andrew,Foster,339-267-9965,"0,31"
6.234,Gabriel,Smith,672-711-4422,"0,30"
5.925,Samuel,Hall,997-543-1584,"0,15"
3.063,David,Simmons,932-172-8135,"0,36"
7.289,Henry,Thomas,770-560-6636,"0,45"
9.053,Alexander,Johnson,235-736-2163,"0,47"
9.366,Noah,Johnson,321-770-4147,"0,38"
7.684,Benjamin,Perez,720-734-7474,"0,42"
8.445,Harper,Reyes,632-985-8680,"0,11"
2.109,Isabella,Harris,435-377-5608,"0,40"
8.092,Amelia,Alexander,295-797-9589,"0,39"
7.733,Daniel,Foster,389-432-4794,"0,38"
7.654,Victoria,Bailey,335-161-7794,"0,65"
1.666,Chloe,Miller,345-752-2564,"0,24"
4.855,David,Perry,344-952-1627,"0,33"
6.531,Elizabeth,Griffin,437-967-5675,"0,15"
3.091,Evelyn,Perez,295-797-9589,"0,18"
3.593,Evelyn,Sanders,455-618-3127,"0,33"
6.556,Victoria,Simmons,932-656-5509,"0,42"
8.396,Victoria,Wilson,297-797-9589,"0,32"
6.403,James,Harris,202-854-9218,"0,21"
4.252,Isabella,Clark,473-462-4242,"0,44"
8.738,Madison,Bailey,100-151-2615,"0,27"
5.478,Matthew,Jones,301-802-8387,"0,39"
7.785,Liam,Harris,778-262-5262,"0,30"
6.009,Logan,Walker,185-462-3794,"0,43"
8.592,Elijah,Powell,630-323-7967,"0,44"
8.840,Sophia,Hernandez,117-872-6156,"0,18"
3.572,Mia,Sanders,144-507-7309,"0,63"
1.609,Madison,Clark,569-507-7309,"0,35"
7.005,Sophia,Moore,483-858-9604,"0,19"
3.896,Daniel,Brown,256-204-1446,"0,40"
7.974,Victoria,Perry,498-198-5595,"0,42"
8.344,Samuel,Taylor,519-851-1708,"0,26"
5.143,Harper,Diaz,287-109-4989,"0,18"
3.564,Victoria,Bailey,365-264-4404,"0,73"
1.142,Sophia,Russell,813-431-9778,"0,88"
1.069,Sophia,Jones,339-886-2967,"0,35"
7.099,David,Harris,809-428-6034,"0,34"
6.743,Henry,Reyes,999-363-7716,"0,18"
3.513,Olivia,Sanders,111-363-7716,"0,22"
4.307,Emma,Cox,748-415-4613,"0,45"
9.062,Henry,Brown,412-368-2550,"0,55"
